Country,Rank,Company,Industry,Location,Employees,S1_OpEx,S2_Size,S3_Minitab,S4_Azure,S5_Reach,Total_Score,Market_Tier,Segment,Pitch_Angle,Notes
France,1,Saint-Gobain,Materials,Paris,5,5,5,5,5,25,6,HOT,WCM + Azure/Snowflake case study,"Top Pick. Public Azure migration; legacy on-prem killed"
France,2,Valeo,Automotive,Paris,5,5,5,5,5,25,6,HOT,ADAS sensor SPC on Azure,"Top Pick. High-tech electronics mfg; deep Azure"
France,3,Schneider Electric,Industrial/Elec,Rueil,5,5,5,5,5,25,6,HOT,Smart Factory IIoT leader,"Both user and provider of IIoT; high Azure"
France,4,Michelin,Automotive,Clermont-Ferrand,5,5,5,4,5,24,6,HOT,The Michelin Way data culture,"Symbio hydrogen JV; aggressive data-driven mfg"
France,5,L'Oréal,Luxury/Cosmetics,Clichy,5,5,5,4,5,24,6,HOT,Beauty Tech 40+ factories,"High volume packaging quality; supplier Cpk"
France,6,Forvia (Faurecia),Automotive,Nanterre,5,5,4,5,5,24,6,HOT,Digital Enterprise modern IT,"Spun off digital units; very modern stack"
France,7,Sanofi,Pharma,Paris,5,4,5,3,5,22,6,HOT,€1.4B Cloud/AI R&D data,"Top Pick for R&D. Validation only hurdle"
France,8,Thales,Defence,Paris,5,4,5,4,4,22,6,HOT,Secure Cloud electronics var,"Ambition 10 digital transformation"
France,9,Safran,Aerospace,Paris,5,5,4,3,4,21,6,HOT,Factory of Future LEAP data,"Huge supplier ecosystem; big data engines"
France,10,Danone,Food,Paris,5,4,4,4,5,22,6,HOT,Danone Mfg Way waste reduction,"Azure consumer data; overfill/giveaway"
France,11,Air Liquide,Chemical,Paris,5,5,4,4,4,22,6,HOT,Remote ops telemetry cloud,"Cloud-native tools for control centers"
France,12,Stellantis,Automotive,Poissy,5,5,5,4,4,23,6,HOT,Dare Forward 2030 cost cut,"Massive scale; tool consolidation"
France,13,Airbus,Aerospace,Toulouse,5,5,4,2,4,20,6,HOT,DDMS digital non-cert analytics,"Hard to replace certs but doors opening"
France,14,Renault Group,Automotive,Boulogne,5,5,3,3,4,20,6,HOT,Renaulution cost cutting,"Google partner but legacy Minitab; price sensitive"
France,15,LVMH,Luxury,Paris,5,4,5,4,3,21,6,HOT,Sustainable supply chain Azure,"Focus on traceability; secretive but massive"
France,16,ArcelorMittal,Steel,Paris/Dunkerque,5,4,3,4,3,19,6,WARM,Digital Steel metallurgy var,"Process variation critical for auto clients"
France,17,Alstom,Rail,Saint-Ouen,5,4,4,4,4,21,6,HOT,APSYS lean Bombardier consolidation,"Complex assembly; standardized global reporting"
France,18,Eurofins,Lab Services,Nantes,5,4,4,3,4,20,6,HOT,Industrialized science big data,"Testing labs; high data volumes"
France,19,Verallia,Packaging,Paris,4,5,4,4,4,21,6,HOT,Glass furnace continuous process,"Extreme variation sensitivity in glass"
France,20,Pernod Ricard,Beverage,Paris,5,4,4,4,4,21,6,HOT,Convivialité Platform bottling,"Consistency; high Azure for consumer data"
France,21,BioMérieux,Pharma/Diag,Lyon,4,4,4,3,4,19,6,WARM,Diagnostics biological var mgmt,"Lot-to-lot variation = primary enemy"
France,22,Nexans,Industrial/Cable,Paris,4,4,4,4,4,20,6,HOT,E3 model simplification OpEx,"CEO is OpEx advocate; cabling"
France,23,Legrand,Industrial/Elec,Limoges,4,4,4,4,4,20,6,HOT,Molding/Assembly high volume,"Electrical infrastructure"
France,24,Arkema,Chemical,Colombes,4,4,3,4,4,19,6,WARM,Specialty materials safety,"Process safety and consistency"
France,25,Solvay France (Syensqo),Chemical,Paris,4,5,3,4,4,20,6,HOT,Innovation R&D data analysis,"Now Syensqo Specialty; R&D-driven"
France,26,Daher,Aerospace,Paris,4,4,3,4,4,19,6,WARM,ETI/GE hybrid agile buyer,"Logistics + Mfg; family-owned = fast sale"
France,27,Plastic Omnium (OPmobility),Automotive,Levallois,4,4,3,4,4,19,6,WARM,Hydrogen tanks winding data,"Pivot to H2; traceability skyrockets"
France,28,Hutchinson,Auto/Industrial,Paris,4,4,3,4,3,18,6,WARM,Rubber/Thermoplastics variation,"TotalEnergies sub but independent ops"
France,29,Lisi Aerospace,Aerospace,Villepinte,3,4,3,4,3,17,6,WARM,Fasteners high vol SPC,"Excellence System in place"
France,30,Servier,Pharma,Suresnes,4,3,4,3,3,17,6,WARM,R&D transformation Saclay,"Mid-sized global pharma"
France,31,Ipsen,Pharma,Boulogne,4,3,4,3,3,17,6,WARM,Specialty care mid-global,"Process analytics needs"
France,32,Seqens,Pharma/Chemical,Paris,3,4,3,4,3,17,6,WARM,CDMO process quality = product,"Good fit for modern tools"
France,33,EDF,Energy,Paris,5,4,4,3,3,19,6,WARM,Nuclear maintenance data trace,"Massive traceability requirements"
France,34,Orano,Nuclear,Paris,4,4,3,3,2,16,6,WARM,Fuel cycle consistency regs,"Heavy regulatory documentation"
France,35,Framatome,Nuclear,Paris,4,4,3,3,2,16,6,WARM,Reactor precision machining,"High precision; validation heavy"
France,36,Constellium,Aluminium/Aero,Paris,4,4,3,4,3,18,6,WARM,Al structures process waste,"Material waste from variation"
France,37,NTN-SNR,Automotive,Annecy,3,4,3,4,3,17,6,WARM,Bearings high-precision SPC,"Definition of high-vol SPC"
France,38,Latécoère,Aerospace,Toulouse,3,3,3,4,4,17,6,WARM,Interconnection ETI cost fit,"Citizen Data Scientist fit"
France,39,Pierre Fabre,Pharma/Cosmetics,Castres,4,3,3,4,3,17,6,WARM,Dual business cosmetic entry,"Cosmetic side = easier entry"
France,40,Guerbet,Pharma,Villepinte,3,3,3,4,4,17,6,WARM,Contrast media ETI industrial,"Industrial process focus; ETI size"
France,41,Radiall,Industrial/Elec,Rosny,3,4,3,4,3,17,6,WARM,Interconnects precision machining,"High quality standards"
France,42,Lactalis,Food,Laval,5,3,2,4,2,16,6,WARM,Dairy giant secretive massive,"Huge but very secretive"
France,43,Smurfit Kappa France,Packaging,Various,4,3,3,4,3,17,6,WARM,Paper/Cardboard high-speed Cmk,"Converting lines machine capability"
France,44,Groupe Pochet,Packaging,Various,3,4,3,4,3,17,6,WARM,Luxury glass quality signature,"Quality is our signature"
France,45,Sodiaal,Food,Paris,4,3,2,4,3,16,6,WARM,Dairy Co-op Yoplait cost press,"Cost pressure high"
France,46,Tereos,Food/Agri,Lille,4,3,3,4,3,17,6,WARM,Sugar/Starch process efficiency,"Process industry"
France,47,Roquette,Food/Bio,Lestrem,4,4,3,4,3,18,6,WARM,Plant ingredients process,"Process industry variation"
France,48,Aubert & Duval,Steel/Metals,Paris,3,4,2,4,2,15,6,WARM,High-perf alloys metallurgy,"Critical Safran/Airbus supplier"
France,49,Figeac Aéro,Aerospace,Figeac,3,3,2,5,3,16,6,WARM,Sub under price pressure cheaper,"Needs cheaper Minitab alternatives"
France,50,Akwel,Automotive,Villeurbanne,3,3,2,5,3,16,6,WARM,Fluid mgmt ETI cost sensitive,"Highly cost sensitive"
France,51,Vicat,Materials,Grenoble,3,3,2,4,3,15,6,WARM,Cement kiln variability,"Process variability management"
France,52,Somfy,Industrial/Home,Cluses,3,3,3,4,4,17,6,WARM,Motors discrete mfg agile,"Agile ETI buyer"
